,img,title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,franchise
4865,/games/boxart/748182ccc.jpg,Bomberman World,PS,Puzzle,Atlus,Hudson Soft,6.5,0.33,0.06,0.22,0.04,0.02,9/22/1998,9/22/1998,Bomberman
201,/games/boxart/full_4641934AmericaFrontccc.jpg,Borderlands,X360,Shooter,2K Games,Gearbox Software,8.3,3.48,2.43,0.03,0.72,0.3,10/20/2009,10/20/2009,Borderlands (Series)
1242,/games/boxart/7528916ccc.jpg,Brave Fencer Musashi,PS,Role-Playing,Square,SquareSoft,8.4,1.14,0.25,0.65,0.17,0.07,10/31/1998,10/31/1998,Musashi
6739,/games/boxart/6865319ccc.jpg,Breath of Fire,GBA,Role-Playing,Capcom,Capcom,7.8,0.22,0.11,0.06,0.04,0,12/13/2001,12/13/2001,Breath of Fire (Series)
1491,/games/boxart/9149926ccc.jpg,Breath of Fire III,PS,Role-Playing,Capcom,Capcom,7.6,1,0.29,0.46,0.19,0.07,4/30/1998,4/30/1998,Breath of Fire (Series)
2995,/games/boxart/9820189ccc.jpg,Breath of Fire IV,PS,Role-Playing,Capcom,Capcom,8.4,0.56,0.11,0.34,0.08,0.04,11/28/2000,11/28/2000,Breath of Fire (Series)
1414,/games/boxart/full_brink_882AmericaFront.jpg,Brink,X360,Shooter,Bethesda Softworks,Splash Damage,6.8,1.04,0.59,0.01,0.35,0.09,05/10/2011,05/10/11,Brink
2191,/games/boxart/full_brink_399AmericaFront.jpg,Brink,PS3,Shooter,Bethesda Softworks,Splash Damage,7.1,0.73,0.29,0.01,0.32,0.12,05/10/2011,05/10/11,Brink
1796,/games/boxart/6908817ccc.jpg,Brothers In Arms: Hell's Highway,X360,Shooter,Ubisoft,Gearbox Software,7.6,0.87,0.47,0,0.3,0.09,9/23/2008,9/23/2008,Brothers In Arms
10359,/games/boxart/7784606ccc.jpg,Bullet Witch,X360,Shooter,Atari,Cavia Inc.,6.6,0.1,0.07,0.02,0.01,0.01,2/27/2007,2/27/2007,Bullet Witch
1455,/games/boxart/full_bulletstorm_840AmericaFront.jpg,Bulletstorm,X360,Shooter,Electronic Arts,People Can Fly,8.5,1.02,0.61,0.01,0.32,0.08,2/22/2011,2/22/2011,Bulletstorm
3101,/games/boxart/full_bulletstorm_856AmericaFront.jpg,Bulletstorm,PS3,Shooter,Electronic Arts,People Can Fly,8.4,0.54,0.24,0.01,0.2,0.09,2/22/2011,2/22/2011,Bulletstorm
1314,/games/boxart/1395823ccc.jpg,Bully: Scholarship Edition,X360,Action,Rockstar Games,Rockstar Vancouver/Mad Doc Software,8.1,1.09,0.53,0.03,0.42,0.11,03/05/2008,03/05/08,Bully
3756,/games/boxart/full_5343790AmericaFrontccc.jpg,Burnout Dominator,PSP,Racing,Electronic Arts,Criterion Games,7.8,0.45,0.02,0.01,0.38,0.05,03/06/2007,03/06/07,Burnout
544,/games/boxart/full_2612770AmericaFrontccc.jpg,Burnout Paradise,PS3,Racing,Electronic Arts,Criterion Games,9,1.95,1.01,0.02,0.63,0.28,1/22/2008,1/22/2008,Burnout
977,/games/boxart/6191143ccc.jpg,Burnout Paradise,X360,Racing,Electronic Arts,Criterion,8.9,1.35,0.63,0.01,0.57,0.14,1/22/2008,1/22/2008,Burnout
4473,/games/boxart/full_6511169AmericaFrontccc.png,Burnout Paradise Remastered,PS4,Racing,Electronic Arts,Stellar Entertainment,8,0.37,0.08,0.01,0.22,0.06,3/16/2018,2/24/2018,Burnout
1215,/games/boxart/3770708ccc.jpg,Bushido Blade,PS,Fighting,Sony Computer Entertainment,Light Weight,8.2,1.16,0.39,0.43,0.27,0.08,9/30/1997,9/30/1997,Bushido Blade (Series)
2367,/games/boxart/4798012ccc.jpg,Bushido Blade 2,PS,Fighting,Square EA,Light Weight,7.5,0.68,0.25,0.22,0.17,0.04,2/28/1998,2/28/1998,Bushido Blade (Series)
3121,/games/boxart/full_8174144AmericaFrontccc.jpg,Bust A Groove,PS,Misc,989 Studios,Metro,7.7,0.54,0.09,0.35,0.06,0.04,10/31/1998,10/31/1998,Bust A Groove
5962,/games/boxart/7886388ccc.jpg,Bust A Groove 2,PS,Misc,Enix,Metro,7,0.26,0.04,0.18,0.03,0.02,3/31/1999,3/31/1999,Bust A Groove
5207,/games/boxart/full_bust-a-move-universe_228AmericaFront.jpg,Bust-A-Move Universe,3DS,Puzzle,Square Enix,Arika,5.6,0.31,0.08,0.06,0.15,0.02,3/27/2011,3/27/2011,Bust-A-Move
492,/games/boxart/full_5196183AmericaFrontccc.jpg,Call of Duty 2,X360,Shooter,Activision,Infinity Ward,8.8,2.06,1.84,0.01,0.04,0.16,11/17/2005,11/17/2005,Call of Duty (Series)
320,/games/boxart/full_5747566AmericaFrontccc.jpg,Call of Duty 2: Big Red One,PS2,Shooter,Activision,Treyarch,8.5,2.67,1.48,0.01,0.92,0.26,11/01/2005,11/01/05,Call of Duty (Series)
314,/games/boxart/full_5803786AmericaFrontccc.jpg,Call of Duty 3,X360,Shooter,Activision,Treyarch,8,2.7,1.49,0.02,0.92,0.27,11/07/2006,11/07/06,Call of Duty (Series)
805,/games/boxart/9911169ccc.jpg,Call of Duty 3,PS3,Shooter,Activision,Treyarch,7.7,1.51,0.6,0.03,0.63,0.26,11/15/2006,11/15/2006,Call of Duty (Series)
24,/games/boxart/full_4481633AmericaFrontccc.jpg,Call of Duty 4: Modern Warfare,X360,Shooter,Activision,Infinity Ward,9.6,9.41,5.98,0.13,2.39,0.91,11/05/2007,11/05/07,Call of Duty (Series)
47,/games/boxart/full_75346AmericaFrontccc.jpg,Call of Duty 4: Modern Warfare,PS3,Shooter,Activision,Infinity Ward,9.5,6.72,3.13,0.28,2.27,1.04,11/05/2007,11/05/07,Call of Duty (Series)
1411,/games/boxart/4740458ccc.jpg,Call of Duty 4: Modern Warfare,DS,Shooter,Activision,n-Space,7.3,1.05,0.95,0.01,0.02,0.08,11/05/2007,11/05/07,Call of Duty (Series)
666,/games/boxart/full_8358488AmericaFrontccc.jpg,Call of Duty Black Ops: Declassified,PSV,Shooter,Activision,Nihilistic,3.2,1.71,0.74,0.07,0.52,0.38,11/13/2012,9/24/2018,Call of Duty (Series)
36,/games/boxart/full_514368AmericaFrontccc.jpg,Call of Duty: Advanced Warfare,PS4,Shooter,Activision,Sledgehammer Games,8.5,7.53,2.84,0.14,3.34,1.22,11/04/2014,01/04/18,Call of Duty (Series)
76,/games/boxart/full_6401955AmericaFrontccc.jpg,Call of Duty: Advanced Warfare,XOne,Shooter,Activision,Sledgehammer Games,8.3,5.22,3.25,0.01,1.49,0.48,11/04/2014,01/01/18,Call of Duty (Series)
123,/games/boxart/full_4034633AmericaFrontccc.jpg,Call of Duty: Advanced Warfare,X360,Shooter,Activision,High Moon Studios,9.1,4.34,2.81,0,1.13,0.41,11/04/2014,01/04/18,Call of Duty (Series)
127,/games/boxart/full_4650769AmericaFrontccc.jpg,Call of Duty: Advanced Warfare,PS3,Shooter,Activision,High Moon Studios,9.1,4.27,1.59,0.2,1.81,0.67,11/04/2014,01/04/18,Call of Duty (Series)
6,/games/boxart/full_call-of-duty-black-ops_5AmericaFront.jpg,Call of Duty: Black Ops,X360,Shooter,Activision,Treyarch,8.8,14.74,9.76,0.11,3.73,1.14,11/09/2010,11/09/10,Call of Duty (Series)
14,/games/boxart/full_call-of-duty-black-ops_3AmericaFront.jpg,Call of Duty: Black Ops,PS3,Shooter,Activision,Treyarch,8.7,12.67,6.01,0.48,4.4,1.78,11/09/2010,11/09/10,Call of Duty (Series)
4,/games/boxart/full_4990510AmericaFrontccc.jpg,Call of Duty: Black Ops 3,PS4,Shooter,Activision,Treyarch,8.1,15.09,6.18,0.41,6.05,2.44,11/06/2015,1/14/2018,Call of Duty (Series)
8,/games/boxart/full_1977964AmericaFrontccc.jpg,Call of Duty: Black Ops II,X360,Shooter,Activision,Treyarch,8.4,13.86,8.27,0.07,4.32,1.2,11/13/2012,04/07/18,Call of Duty (Series)
9,/games/boxart/full_4649679AmericaFrontccc.png,Call of Duty: Black Ops II,PS3,Shooter,Activision,Treyarch,8,13.8,4.99,0.65,5.88,2.28,11/13/2012,04/07/18,Call of Duty (Series)
20,/games/boxart/full_8522439AmericaFrontccc.jpg,Call of Duty: Ghosts,X360,Shooter,Activision,Infinity Ward,6.9,10.41,6.76,0.04,2.64,0.98,11/05/2013,3/21/2018,Call of Duty (Series)
21,/games/boxart/full_3698558AmericaFrontccc.jpg,Call of Duty: Ghosts,PS3,Shooter,Activision,Infinity Ward,7.5,10.13,4.11,0.39,4.01,1.62,11/05/2013,3/21/2018,Call of Duty (Series)
134,/games/boxart/full_9732403AmericaFrontccc.jpg,Call of Duty: Ghosts,PS4,Shooter,Activision,Infinity Ward,7.5,4.17,1.79,0.05,1.64,0.69,11/15/2013,3/21/2018,Call of Duty (Series)
4644,/games/boxart/full_5971418AmericaFrontccc.jpg,Call of Duty: Ghosts,WiiU,Shooter,Activision,Infinity Ward,8.8,0.35,0.22,0.01,0.09,0.03,11/05/2013,3/21/2018,Call of Duty (Series)
29,/games/boxart/full_5706058AmericaFrontccc.jpg,Call of Duty: Infinite Warfare,PS4,Shooter,Activision,Infinity Ward,7.9,8.48,3.11,0.19,3.83,1.36,11/04/2016,1/14/2018,Call of Duty (Series)
10,/games/boxart/full_809251AmericaFrontccc.jpg,Call of Duty: Modern Warfare 2,X360,Shooter,Activision,Infinity Ward,9.5,13.53,8.54,0.08,3.63,1.28,11/10/2009,11/10/09,Call of Duty (Series)
18,/games/boxart/full_call-of-duty-modern-warfare-2_1AmericaFront.jpg,Call of Duty: Modern Warfare 2,PS3,Shooter,Activision,Infinity Ward,9.5,10.61,4.99,0.38,3.66,1.59,11/10/2009,11/10/09,Call of Duty (Series)
5,/games/boxart/full_call-of-duty-modern-warfare-3_517AmericaFront.jpg,Call of Duty: Modern Warfare 3,X360,Shooter,Activision,Infinity Ward,8.7,14.82,9.07,0.13,4.29,1.33,11/08/2011,11/08/11,Call of Duty (Series)
12,/games/boxart/full_call-of-duty-modern-warfare-3_278AmericaFront.jpg,Call of Duty: Modern Warfare 3,PS3,Shooter,Activision,Infinity Ward,8.8,13.35,5.54,0.49,5.78,1.54,11/08/2011,11/08/11,Call of Duty (Series)
2820,/games/boxart/full_4429615AmericaFrontccc.jpg,Call of Duty: Modern Warfare Remastered,PS4,Shooter,Activision,Infinity Ward,7.9,0.58,0.17,0.03,0.3,0.09,6/27/2017,1/14/2018,Call of Duty (Series)
11,/games/boxart/full_4380292AmericaFrontccc.jpg,Call of Duty: WWII,PS4,Shooter,Activision,Sledgehammer Games,8.1,13.4,4.67,0.4,6.21,2.12,11/03/2017,12/31/2017,Call of Duty (Series)
7478,/games/boxart/full_9174418AmericaFrontccc.jpg,Call of Juarez,X360,Shooter,Ubisoft,Techland,6.9,0.18,0.14,0,0.02,0.01,06/07/2007,06/07/07,Call of Juarez (Series)
1765,/games/boxart/full_732552AmericaFrontccc.jpg,Call of Juarez: Bound in Blood,PS3,Shooter,Ubisoft,Techland,7.7,0.88,0.35,0.01,0.38,0.15,6/30/2009,6/30/2009,Call of Juarez (Series)
2752,/games/boxart/full_3344562AmericaFrontccc.jpg,Call of Juarez: Bound in Blood,X360,Shooter,Ubisoft,Techland,7.6,0.6,0.3,0,0.24,0.06,6/30/2009,6/30/2009,Call of Juarez (Series)
9722,/games/boxart/full_937268AmericaFrontccc.jpg,Calling,Wii,Adventure,Hudson Soft,Hudson Soft,4.8,0.11,0.06,0,0.04,0.01,03/09/2010,03/09/10,Calling
4924,/games/boxart/2610101ccc.jpg,Capcom Classics Collection Reloaded,PSP,Misc,Capcom,Capcom,7.1,0.33,0.26,0.03,0,0.03,10/24/2006,10/24/2006,Capcom Classics Collection
2145,/games/boxart/full_5763655AmericaFrontccc.jpg,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,Fighting,Capcom,Capcom,7.9,0.75,0.22,0.3,0.17,0.06,11/06/2001,11/06/01,Capcom vs. SNK
7371,/games/boxart/full_3344272AmericaFrontccc.jpg,Captain Toad: Treasure Tracker,3DS,Puzzle,Nintendo,Nintendo EPD,8.5,0.19,0.06,0.08,0.04,0.01,7/13/2018,11/18/2018,Captain Toad
9940,/games/boxart/4017406ccc.jpg,Carnage Heart,PS,Strategy,Sony Computer Entertainment,ArtDink,7.1,0.11,0.01,0.09,0.01,0.01,1/31/1997,1/31/1997,Carnage Heart
146,/games/boxart/full_5471499AmericaFrontccc.jpg,Carnival Games,Wii,Misc,Global Star Software,Cat Daddy Games,4.2,4.06,2.12,0.05,1.47,0.42,8/28/2007,8/28/2007,Carnival Games
1093,/games/boxart/full_cars-2-the-video-game_972AmericaFront.jpg,Cars 2,DS,Racing,Disney Interactive Studios,Avalanche Software,6.5,1.25,0.68,0.04,0.41,0.12,6/21/2011,6/21/2011,Cars
2548,/games/boxart/4303163ccc.jpg,Castlevania,N64,Platform,Konami,KCEK,7.6,0.64,0.44,0.04,0.1,0.05,1/26/1999,1/26/1999,Castlevania (Series)
7938,/games/boxart/full_946154AmericaFrontccc.jpg,Castlevania Judgment,Wii,Fighting,Konami,Konami / Eighting,4.6,0.16,0.12,0.01,0.02,0.01,11/18/2008,11/18/2008,Castlevania (Series)
4035,/games/boxart/3704717ccc.jpg,Castlevania: Curse of Darkness,PS2,Action,Konami,Konami,7.2,0.42,0.18,0.05,0.14,0.05,11/01/2005,11/01/05,Castlevania (Series)
3955,/games/boxart/full_1516596AmericaFrontccc.jpg,Castlevania: Dawn of Sorrow,DS,Platform,Konami,Konami,8.9,0.43,0.34,0.03,0.03,0.03,10/04/2005,10/04/05,Castlevania (Series)
5971,/games/boxart/full_5097553AmericaFrontccc.jpg,Castlevania: Harmony of Dissonance,GBA,Platform,Konami,Konami Computer Entertainment Tokyo,8.6,0.26,0.16,0.04,0.06,0,9/16/2002,9/16/2002,Castlevania (Series)
1288,/games/boxart/full_castlevania-lords-of-shadow_1AmericaFront.jpg,Castlevania: Lords of Shadow,PS3,Action,Konami,Mercury Steam,8.1,1.11,0.5,0.1,0.37,0.15,10/05/2010,10/05/10,Castlevania (Series)
2465,/games/boxart/full_castlevania-lords-of-shadow_5AmericaFront.jpg,Castlevania: Lords of Shadow,X360,Action,Konami,Mercury Steam,7.9,0.66,0.42,0.01,0.17,0.05,10/05/2010,10/05/10,Castlevania (Series)
8096,/games/boxart/full_8808791AmericaFrontccc.jpg,Castlevania: Lords of Shadow - Mirror of Fate,3DS,Action-Adventure,Konami Digital Entertainment,Mercury Steam,7.2,0.16,0.04,0.03,0.08,0.01,03/05/2013,11/06/18,Castlevania (Series)
4511,/games/boxart/full_5245960AmericaFrontccc.jpg,Castlevania: Order of Ecclesia,DS,Platform,Konami,Konami,8.2,0.37,0.27,0.04,0.03,0.03,10/21/2008,10/21/2008,Castlevania (Series)
4175,/games/boxart/5991528ccc.jpg,Castlevania: Portrait of Ruin,DS,Platform,Konami,Konami,8.5,0.4,0.31,0.04,0.02,0.03,12/05/2006,12/05/06,Castlevania (Series)
1072,/games/boxart/full_5107716AmericaFrontccc.jpg,Castlevania: Symphony of the Night,PS,Platform,Konami,Konami Computer Entertainment Tokyo,9.3,1.27,0.58,0.21,0.4,0.08,10/02/1997,10/02/97,Castlevania (Series)
4005,/games/boxart/full_4693961AmericaFrontccc.jpg,Castlevania: The Dracula X Chronicles,PSP,Platform,Konami,Konami,8,0.42,0.22,0.04,0.09,0.07,10/23/2007,10/23/2007,Castlevania (Series)
2266,/games/boxart/full_catherine_112AmericaFront.jpg,Catherine,PS3,Puzzle,Atlus,Atlus,7.9,0.71,0.3,0.2,0.15,0.06,7/26/2011,09/12/18,Catherine (Series)
5116,/games/boxart/full_catherine_759AmericaFront.jpg,Catherine,X360,Puzzle,Atlus,Atlus,7.9,0.31,0.2,0.03,0.06,0.02,7/26/2011,09/12/18,Catherine (Series)
8358,/games/boxart/full_cave-story-3d_30AmericaFront.jpg,Cave Story 3D,3DS,Platform,NIS America,Nicalis,8.2,0.15,0.09,0.01,0.03,0.01,11/08/2011,11/08/11,Cave Story
4329,/games/boxart/1313556ccc.jpg,Chibi-Robo! Plug into Adventure!,GC,Adventure,Nintendo,skip Ltd.,7.4,0.39,0.23,0.09,0.06,0.01,02/06/2006,02/06/06,Chibi-Robo!
4980,/games/boxart/full_5861233AmericaFrontccc.jpg,Chibi-Robo! Zip Lash,3DS,Platform,Nintendo,Nintendo,5.5,0.32,0.14,0.07,0.09,0.02,10/09/2015,1/14/2018,Chibi-Robo!
3467,/games/boxart/912346ccc.jpg,Children of Mana,DS,Role-Playing,Nintendo,Next Entertainment,7,0.48,0.16,0.29,0.01,0.01,11/01/2006,11/01/06,Children of Mana
3882,/games/boxart/6244495ccc.jpg,Chocobo Racing,PS,Racing,Square EA,SquareSoft,5.4,0.44,0.07,0.3,0.05,0.03,7/31/1999,7/31/1999,Chocobo Racing (Series)
2307,/games/boxart/full_8124351AmericaFrontccc.jpg,Chocobo's Dungeon 2,PS,Role-Playing,Square EA,SquareSoft,6.2,0.7,0.04,0.58,0.03,0.05,11/30/1999,11/30/1999,Chocobo's Dungeon (Series)
8102,/games/boxart/full_clash-of-the-titans-the-videogame_4AmericaFront.jpg,Clash of the Titans: The Videogame,X360,Action,Namco Bandai,Game Republic,3.8,0.16,0.08,0,0.06,0.02,7/27/2010,7/27/2010,Clash of the Titans
4933,/games/boxart/full_8880428AmericaFrontccc.jpg,Classic NES Series: Castlevania,GBA,Platform,Nintendo,Konami,7.4,0.33,0.17,0.09,0.06,0.01,10/25/2004,10/25/2004,Castlevania (Series)
3638,/games/boxart/4116017ccc.jpg,Classic NES Series: Pac-Man,GBA,Puzzle,Nintendo,Nintendo,5.7,0.46,0.25,0.12,0.09,0.01,06/02/2004,06/02/04,Pac-Man
2324,/games/boxart/6182618ccc.jpg,Classic NES Series: Zelda II: The Adventure of Link,GBA,Adventure,Nintendo,Nintendo EAD,6.6,0.7,0.37,0.17,0.14,0.01,10/25/2004,10/25/2004,The Legend of Zelda
3167,/games/boxart/4124676ccc.jpg,Clock Tower,PS,Adventure,ASCII Entertainment,Human Entertainment,6.1,0.53,0.07,0.38,0.05,0.03,9/30/1997,9/30/1997,Clock Tower (Series)
4861,/games/boxart/full_8926243AmericaFrontccc.jpg,Clock Tower 3,PS2,Adventure,Capcom,SunSoft,7,0.33,0.1,0.12,0.08,0.03,3/18/2003,3/18/2003,Clock Tower (Series)
7664,/games/boxart/full_3205207AmericaFrontccc.jpg,Clock Tower II: The Struggle Within,PS,Adventure,Agetec,Human Entertainment,4.4,0.17,0.02,0.12,0.01,0.01,10/31/1999,10/31/1999,Clock Tower (Series)
6711,/games/boxart/full_3262947AmericaFrontccc.jpg,Code Name: S.T.E.A.M.,3DS,Strategy,Nintendo,Intelligent Systems,8,0.22,0.14,0.02,0.05,0.02,3/13/2015,01/04/19,Code Name: S.T.E.A.M
280,/games/boxart/1095737ccc.jpg,Colin McRae Rally,PS,Racing,Sony Computer Entertainment,Codemasters,7.9,2.87,0.09,0.12,2.43,0.22,1/31/2000,1/31/2000,Collin McRae Series
1683,/games/boxart/full_9921776AmericaFrontccc.jpg,Colin McRae Rally 2.0,PS,Racing,Codemasters,Codemasters,8.3,0.91,0.02,0.02,0.8,0.07,12/05/2000,12/05/00,Collin McRae Series
4345,/games/boxart/full_combat-of-giants-dinosaurs-3d_117AmericaFront.jpg,Combat of Giants: Dinosaurs 3D,3DS,Strategy,Ubisoft,Ubisoft,4.3,0.39,0.25,0.05,0.07,0.03,3/22/2011,3/22/2011,Combat of Giants
63,/games/boxart/full_4805635AmericaFrontccc.jpg,Cooking Mama,DS,Simulation,Majesco,Office Create,6.6,5.66,3.09,0.07,1.92,0.58,09/12/2006,09/12/06,Cooking Mama (Series)
186,/games/boxart/full_2185806AmericaFrontccc.jpg,Cooking Mama 2: Dinner With Friends,DS,Simulation,Majesco,Office Create,6.9,3.58,1.6,0.1,1.49,0.39,11/13/2007,11/13/2007,Cooking Mama (Series)
276,/games/boxart/full_6209536AmericaFrontccc.jpg,Cooking Mama: Cook Off,Wii,Simulation,Majesco,Office Create,5.9,2.89,1.41,0.05,1.12,0.3,3/20/2007,3/20/2007,Cooking Mama (Series)
1273,/games/boxart/full_crackdown-2_2AmericaFront.jpg,Crackdown 2,X360,Shooter,Microsoft Game Studios,Ruffian Games,7.5,1.12,0.63,0.02,0.36,0.1,07/06/2010,07/06/10,Crackdown
1286,/games/boxart/full_9892340AmericaFrontccc.jpg,Crash Bandicoot N. Sane Trilogy,NS,Platform,Activision,Toys for Bob,6,1.11,0.44,0.02,0.57,0.09,6/29/2018,11/07/18,Crash Bandicoot
70,/games/boxart/9261584ccc.jpg,Crash Bandicoot: The Wrath of Cortex,PS2,Platform,Universal Interactive,Traveller's Tales,6.9,5.42,2.07,0.24,2.29,0.82,10/29/2001,10/29/2001,Crash Bandicoot
214,/games/boxart/4722160ccc.jpg,Crash Bash,PS,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,3.39,1.56,0.19,1.47,0.17,11/06/2000,11/06/00,Crash Bandicoot
99,/games/boxart/full_1178878AmericaFrontccc.jpg,Crash Team Racing,PS,Racing,Sony Computer Entertainment,Naughty Dog,9.2,4.79,2.57,0.44,1.57,0.21,9/30/1999,9/30/1999,Crash Bandicoot
352,/games/boxart/7476333ccc.jpg,Crazy Taxi,PS2,Racing,Acclaim Entertainment,Hitmaker,8.2,2.52,1.13,0.06,1.12,0.22,5/14/2001,5/14/2001,Crazy Taxi (Series)
606,/games/boxart/8167501ccc.jpg,Crazy Taxi,DC,Racing,Sega,Hitmaker,9.3,1.81,1.1,0.12,0.51,0.08,1/24/2000,1/24/2000,Crazy Taxi (Series)
3427,/games/boxart/888676ccc.jpg,Crazy Taxi,GC,Racing,Acclaim Entertainment,Hitmaker,7.2,0.49,0.36,0.02,0.09,0.01,11/17/2001,11/17/2001,Crazy Taxi (Series)
3500,/games/boxart/6087069ccc.jpg,Crazy Taxi: Fare Wars,PSP,Racing,Sega,Sniper Studios,6.3,0.48,0.1,0.02,0.23,0.13,08/07/2007,08/07/07,Crazy Taxi (Series)
6456,/games/boxart/full_4037686AmericaFrontccc.jpg,Cross Edge,PS3,Role-Playing,NIS America,Compile Heart,5.4,0.23,0.14,0.05,0.02,0.02,5/26/2009,5/26/2009,Cross Edge
947,/games/boxart/full_crysis-2_266AmericaFront.jpg,Crysis 2,X360,Shooter,Electronic Arts,Crytek,8.7,1.37,0.73,0.02,0.5,0.13,3/22/2011,3/22/2011,Crysis
996,/games/boxart/full_crysis-2_295AmericaFront.jpg,Crysis 2,PS3,Shooter,Electronic Arts,Crytek,8.8,1.33,0.48,0.06,0.57,0.22,3/22/2011,3/22/2011,Crysis
1670,/games/boxart/full_7273661AmericaFrontccc.png,Crysis 3,X360,Shooter,Electronic Arts,Crytek,7.6,0.92,0.51,0.01,0.32,0.08,2/19/2013,02/07/18,Crysis
1691,/games/boxart/full_3546011AmericaFrontccc.png,Crysis 3,PS3,Shooter,Electronic Arts,Crytek,8.2,0.91,0.26,0.03,0.48,0.14,2/19/2013,3/13/2018,Crysis
7780,/games/boxart/full_4060505AmericaFrontccc.jpg,Cubivore: Survival of the Fittest,GC,Adventure,Atlus,Saru Brunei / Intelligent Systems,7.1,0.17,0.01,0.15,0,0,11/05/2002,11/05/02,Cubivore
7942,/games/boxart/full_1875392AmericaFrontccc.jpg,Custom Robo Arena,DS,Fighting,Nintendo,Noise Inc.,7.4,0.16,0.01,0.12,0.02,0,3/19/2007,3/19/2007,Custom Robo
510,/games/boxart/full_dance-central-2_712AmericaFront.jpg,Dance Central 2,X360,Music,Microsoft,Harmonix Music Systems,8.6,2.04,1.45,0.01,0.41,0.16,10/25/2011,08/10/18,Dance Central
7096,/games/boxart/full_dance-masters_8AmericaFront.jpg,DanceMasters,X360,Misc,Konami,GCP1,6.2,0.2,0.15,0.02,0.02,0.01,11/04/2010,11/04/10,Dance Evolution
1334,/games/boxart/full_dantes-inferno_129AmericaFront.jpg,Dante's Inferno,PS3,Action,Electronic Arts,Visceral Games,7.3,1.08,0.64,0.04,0.28,0.12,02/09/2010,02/09/10,Dante's Inferno
1661,/games/boxart/full_5523061AmericaFrontccc.jpg,Dante's Inferno,X360,Action,Electronic Arts,Visceral Games,7,0.92,0.63,0.02,0.2,0.08,02/09/2010,02/09/10,Dante's Inferno
7153,/games/boxart/full_3687857AmericaFrontccc.jpg,Dante's Inferno,PSP,Action,Electronic Arts,Visceral Games,6.6,0.2,0.12,0.01,0.04,0.02,03/02/2010,03/02/10,Dante's Inferno
782,/games/boxart/7795178ccc.jpg,Dark Cloud,PS2,Role-Playing,Sony Computer Entertainment,Level 5,8.2,1.54,0.83,0.08,0.44,0.19,5/28/2001,5/28/2001,Dark Cloud (Series)
1573,/games/boxart/66929ccc.jpg,Dark Cloud 2,PS2,Role-Playing,Sony Computer Entertainment,Level 5,8.6,0.96,0.38,0.26,0.25,0.07,2/17/2003,2/17/2003,Dark Cloud (Series)
7123,/games/boxart/full_3203278AmericaFrontccc.jpg,Dark Messiah of Might and Magic Elements,X360,Role-Playing,Ubisoft,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,5,0.2,0.16,0.01,0.02,0.02,02/12/2008,02/12/08,Dark Messiah of Might and Magic Elements
3461,/games/boxart/full_6902025AmericaFrontccc.jpg,Dark Sector,X360,Shooter,D3 Publisher,Digital Extremes,7.1,0.48,0.22,0.01,0.2,0.05,3/25/2008,3/25/2008,Dark Sector
3528,/games/boxart/full_9559532AmericaFrontccc.jpg,Dark Sector,PS3,Shooter,D3 Publisher,Digital Extremes,7.2,0.47,0.23,0.01,0.16,0.07,3/25/2008,3/25/2008,Dark Sector
500,/games/boxart/full_dark-souls_567AmericaFront.jpg,Dark Souls,PS3,Role-Playing,Namco Bandai,From Software,9,2.05,0.75,0.54,0.53,0.22,10/04/2011,10/04/11,Dark Souls (Series)
1385,/games/boxart/full_6559707AmericaFrontccc.jpg,Darksiders,X360,Action,THQ,Vigil Games,7.8,1.06,0.67,0.01,0.28,0.1,01/05/2010,01/05/10,Darksiders (Series)
5540,/games/boxart/full_4614296AmericaFrontccc.jpg,Darksiders,PS3,Action,THQ,Vigil Games,7.8,0.28,0.02,0.02,0.14,0.1,01/05/2010,01/05/10,Darksiders (Series)
1831,/games/boxart/full_2282951AmericaFrontccc.jpg,Darksiders II,PS3,Action-Adventure,THQ,Vigil Games,8.3,0.85,0.35,0.01,0.37,0.13,8/14/2012,3/14/2018,Darksiders (Series)
1993,/games/boxart/full_967876AmericaFrontccc.jpg,Darksiders II,X360,Action-Adventure,THQ,Vigil Games,8.6,0.79,0.45,0,0.27,0.07,8/14/2012,02/07/18,Darksiders (Series)
415,/games/boxart/full_dead-island_140AmericaFront.jpg,Dead Island,PS3,Action,Deep Silver,Techland,6.7,2.29,1.08,0.15,0.74,0.32,09/06/2011,09/06/11,Dead Island (Series)
2000,/games/boxart/full_4976933AmericaFrontccc.jpg,Dead Island: Riptide,X360,Misc,Deep Silver,Techland,5.6,0.79,0.44,0.01,0.27,0.07,4/23/2013,3/15/2018,Dead Island (Series)
2562,/games/boxart/full_6247970AmericaFrontccc.jpg,Dead Island: Riptide,PS3,Action,Deep Silver,Techland,6.6,0.64,0.26,0.07,0.21,0.1,4/23/2013,3/15/2018,Dead Island (Series)
